place_id,score
ChIJcWUPVompQjQRuzEtjc4QoOs,20.14701689958572
ChIJcebczoupQjQR-muTM2ENPwo,15.887362011273702
ChIJfS17_zypQjQRJX74ClxumPI,20.74473253885905
ChIJbeal6oqpQjQRgEMMds9c1Kk,11.098114490509031
ChIJPViKWfWpQjQRTapTl0a2RgU,13.403819671273231
ChIJvVwtAIypQjQR9zeQpfeQjUg,13.444345164299012
ChIJrUiM4v6pQjQRF5fxVizXryo,17.04707881808281
ChIJ68eigeCpQjQRE4Kc01kdfgQ,13.715269879500072
ChIJj018mIqpQjQRhAwv9eqGsNA,14.14643737077713
ChIJ_UKvSDypQjQRnRwDopkdpdc,7.756115890542666
ChIJW-iwFoupQjQRiu9M_0_8bac,19.47472321589788
ChIJX26GJyIDaDQRcxpj-qsLTLQ,19.0055765936772
ChIJsxtbGImpQjQRbnRqYakow_M,15.086063432693482
ChIJ8dxnHUCrQjQRYc32gXizzyg,8.81785990993182
ChIJQQ4fUYqpQjQRo8HegHH7Yew,8.532661412507295
ChIJzVr3l4upQjQRHTNqYkEgR40,15.83626055320104
ChIJecbwYfmrQjQRi5xgO6ii1FI,21.273129796981813
ChIJW4sWepCpQjQRxbg-jFyB0jM,23.974980513254803
ChIJHRaGKW6pQjQRrTQrQHuZkhI,21.735240411758426
ChIJ_UqnT5GpQjQRLiNTTq95w9k,17.1329963405927
ChIJq474AvapQjQRVAvo9qpVer0,27.86825389067332
ChIJDSDtqKSpQjQRx2k751cVZvU,14.822176261991263
ChIJ9b45QOupQjQRRokt23BLGwE,26.762841206789016
ChIJGzuErySqQjQRLhtP_MzBbD8,13.65105599562327
ChIJi3OrJx6qQjQRdTRYN4zjWy4,5.774929547558228
ChIJRcVwNpepQjQRmueotgqKXRw,11.771827554702758
ChIJF5SQ2YmpQjQRZBZoQwDvqBM,9.830584156513217
ChIJf3CcCIypQjQRJQOuEHHRqzw,12.260234286387762
ChIJS4leYoKpQjQRzN1dPSJk9zw,10.599210885415475
ChIJs7X0DQCrQjQRn8Jhj8dJh20,11.93435287475586
ChIJYb4lRIWpQjQREaRSQFRYYZc,18.122723599274952
ChIJYbE3TImpQjQRwm5Ok39Ck9M,22.102986905972163
ChIJR55C8Y6pQjQRtiBwhZR1oyA,9.761881468693415
ChIJp4DmtIqpQjQRMc1gEd_aAS4,14.19408848086993
ChIJHYeewoupQjQRo1LvtfKwHYY,11.895381673177084
ChIJbTKSE4KpQjQRXDZZI57v-pM,21.082702315598727
ChIJlS1DbJCpQjQRjniDanw6900,19.762379328409832
ChIJa1Rks4ypQjQRnbvHPTdslRQ,12.296236581603686
ChIJWaUkuIqpQjQRNaRGUQb_K6I,13.055535419782002
ChIJ7-dflrepQjQRvbhR9lp6C2s,17.39594952786962
ChIJ12ZbGeypQjQRSYEx1ae3Uts,18.595902673403423
ChIJTUQS43upQjQRWyKIwHxjnCA,16.947424213091534
ChIJPVVVVSmqQjQRE_DCJyEaJoQ,22.22725928425789
ChIJVVVVVRWsQjQRwQH6WTfTfPA,12.769386229167385
ChIJq4CrE4mpQjQRJPnkytgaWVI,17.62496747970581
